1000,0.007,751068,249363
2000,0.028,2981313,991778
3000,0.057,6600078,2197033
4000,0.092,11922546,3970189
5000,0.151,18690609,6225210
6000,0.211,27020004,9000675
7000,0.293,36778788,12252603
8000,0.382,48155346,16043789
9000,0.487,60902220,20291747
10000,0.601,74748297,24906107
11000,0.723,90666855,30211293
12000,0.862,107728302,35897442
13000,1.02,127553004,42504676
14000,1.171,148461963,49473330
15000,1.386,170299407,56751478
16000,1.523,193474371,64475466
17000,1.675,218647227,72865418
18000,1.853,244318752,81421593
19000,2.081,272341455,90761494
20000,2.292,301737534,100559188
21000,2.522,332686044,110874358
22000,2.759,363933327,121289119
23000,3,396740547,132223859
24000,3.266,432631911,144186647
25000,3.524,469176726,156367252
26000,3.968,506931996,168951342
27000,4.154,547883733,182600921
28000,4.501,588730197,196215409
29000,4.784,631555716,210489582
30000,5.143,675075819,224995283
31000,5.451,720185988,240031006
32000,5.932,768647301,256183777
33000,6.192,817158822,272353284
34000,6.579,868176684,289358238
35000,7.189,920609328,306834786
36000,7.551,973489047,324460359
37000,7.765,1027025358,342304796
38000,8.096,1084284126,361390052
39000,8.545,1142542566,380808532
40000,8.982,1202468163,400782731
41000,9.435,1261556781,420477937
42000,9.969,1325677395,441850475
43000,11.079,1389150876,463007302
44000,11.484,1453786116,484551382
45000,12.055,1520138088,506667706
46000,12.77,1587788700,529216910
47000,12.982,1655596785,551818605
48000,13.301,1726114137,575323389
49000,14.041,1799078577,599643869
50000,14.471,1873036665,624295565
51000,15.312,1950387279,650078103
52000,15.968,2027200899,675681643
53000,16.475,2105585679,701808903
54000,17.581,2187657888,729165306
55000,17.753,2269106613,756313881
56000,18.36,2350577604,783469878
57000,19.44,2434220370,811349800
58000,19.903,2521802400,840542810
59000,20.284,2606439657,868754229
60000,20.193,2695499889,898439973
61000,21.592,2787391545,929069525
62000,22.241,2878320783,959378271
63000,22.869,2975320230,991710420
64000,23.511,3065661828,1021823286
65000,23.756,3163214241,1054339757
66000,24.38,3261190434,1086997488
67000,25.417,3360452487,1120083839
68000,26.888,3464012502,1154602844
69000,28.109,3566805303,1188866111
70000,28.25,3671051901,1223613977
71000,29.66,3778003638,1259263556
72000,30.04,3887229261,1295671097
73000,30.823,3991512411,1330431147
74000,31.654,4104089700,1367955910
75000,34.035,4213752519,1404509184
76000,32.771,4326832221,1442201418
77000,34.49,4443347556,1481038863
78000,35.788,4564198506,1521321513
79000,37.013,4681907361,1560556798
80000,39.226,4798816506,1599525513
81000,38.671,4921623876,1640460303
82000,40.262,5040906483,1680220172
83000,40.974,5165260446,1721670493
84000,39.974,5290803228,1763517087
85000,41.875,5414724264,1804823099
86000,42.9,5540953593,1846898542
87000,46.235,5671293585,1890344206
88000,45.962,5800131936,1933289323
89000,46.569,5934241791,1977991608
90000,47.291,6066121575,2021950536
91000,50.17,6205275489,2068334174
92000,51.688,6344540100,2114754711
93000,52.036,6482320335,2160680456
94000,55.334,6626604624,2208774219
95000,54.24,6764298237,2254671090
96000,53.506,6905516661,2301742898
97000,56.573,7051209426,2350306153
98000,55.058,7198734504,2399480179
99000,56.631,7349714250,2449805761
100000,57.567,7494770973,2498157002
